Acc No,Title,Author,Publication,Language,Subject,Rack,Condition,Status,Acc/Rcvd Date,Register,Register SN,Comments,Corrections
22588,Sarvadarshana Sangraha,Sayana,,,C8,R2,G,O,,MAIN - Vol 1,307,,
22589,Kumarasambhava,Sri Madh Girinatha,,,F1,R5,G,O,,MAIN - Vol 1,774,,
22590,Laghu Siddhanta Kaumudi,Varadaraja,,,B6,R3,G,O,,MAIN - Vol 1,356,,
22594,Bibliography of Sanskrit Drama,Schuyler M,,,R,"R6, R16",G,O,,MAIN - Vol 1,455,,
22604,Siddhanta Kaumudi of Sri Bhattoji Dikshita,Chandrasekhara Sastrigal,,,B6,R3,G,O,1968-69,MAIN - Vol 1,130,,
22607,"Roots, Verbs Forms of Primary Derivatives of The Sanskrit Language","Whitney, W D",,,B6,R3,G,O,01/08/1956,MAIN - Vol 1,54,,
22610,Nyaya Raksha Mani,Appaya Dikshitha,,,C2,R2,G,O,01/08/1956,MAIN - Vol 1,74,,
22611,Aitareya Brahmana - Vol II,,,,A2,R1,G,O,,MAIN - Vol 1,550,,
22618,Pathanjala Yoga Sutra,Vachaspathi Misra,,,C4,R2,D,O,01/08/1956,MAIN - Vol 1,65,,
22625,Budhacharita of Asaghosha,Edward Byles Cowell (tr) & Ashvaghosha,,,F1,R5,G,O,01/08/1956,MAIN - Vol 1,10,,
22628,Abhijnana Sakuntalam,Kalidasa,,,I,R10,NA,M,01/08/1956,MAIN - Vol 1,17,,
22651,Minor Poems Laghu Kavyani,Nilakanta Dikshitar,,,F2,R5,G,O,,MAIN - Vol 1,551,,
22654,Dasarupaka of Dhananjaya,Ed. Haas,,,I1,R11,G,O,,MAIN - Vol 1,456,,
22655,Yadababhyudaya,Vedanta Desika,,,F1,R5,G,O,,MAIN - Vol 1,771,,
22657,The Rigveda: The Oldest Literature of the Indians,"Kaegi, Adolf",,,A1,R1,D,O,01/08/1956,MAIN - Vol 1,42,,
22663,Brahmasutra Bashya,Sankaracharya,,,C6,R4,G,O,,MAIN - Vol 1,1071,,
22867,Lectures On Patanjali's Maha Bashya  Vol  III,P S S Sastri,,,B6,R3,G,O,,MAIN - Vol 1,1072,,
22869,Paninisutravyakhya Vol II Uttarardham,Viraraghavacarya Of Manalur  (Ed. Go. Mss Lib),,,B6,R3,G,O,,MAIN - Vol 1,543,,
22874,Bharta Kosa,Ramakrishna Kavi,,,R,"R6, R16",G,O,,MAIN - Vol 1,838,,
22877,Avanti Sundari Katha,Kuranjan Pillai S,,,G,R17,G,O,,MAIN - Vol 1,773,,
22879,Katopanishad Bashya,Varadachari,,,C6,R4,D,O,1968-69,MAIN - Vol 1,168,,
22880,Balacharitam,Bhasa,,,I,R10,G,O,,MAIN - Vol 1,1075,,
22884,Vedanthasaraha,Ramanuja,,,C6,R4,NA,M,,MAIN - Vol 1,236,,
22885,Vedartha Sangraha,Ramanuja Charya,,,C6,R4,NA,M,1968-69,MAIN - Vol 1,142,,
22890,Siddhanta Kaumudi  of Bhattoji Dikshita,S C Vasu,,,B6,R3,G,O,1968-69,MAIN - Vol 1,155,,
22891,Siddhanta Kaumudi of Sri Bhattoji Dikshita,Chandrasekhara Sastrigal,,,C6,R4,D,O,1968-69,MAIN - Vol 1,131,,
22892,Siddhanta Kaumudi  of Bhattoji Dikshita,S C Vasu,,,B6,R3,D,O,1968-69,MAIN - Vol 1,160,,
22893,Siddhanta Kaumudi of Bhattoji Dikshita,S C Vasu,,,B6,R3,G,O,1968-69,MAIN - Vol 1,176,,
22894,Siddhanta Kaumudi  of Bhattoji Dikshita,S C Vasu,,,B6,R3,D,O,1968-69,MAIN - Vol 1,159,,
22895,Siddhanta Kaumudi  of Bhattoji Dikshita,S C Vasu,,,B6,R3,D,O,1968-69,MAIN - Vol 1,167,,
22896,Siddhanta Kaumudi of Bhattoji Dikshita,S C Vasu,,,B6,R3,G,O,1968-69,MAIN - Vol 1,175,,
22899,Panini - His Place In Sanskrit Literature,T Goldstucker,,,B7,R3,G,O,,MAIN - Vol 1,457,,
22916,Vaisheshika Sutras,Nandalal Sinha,,,C1,R2,NA,M,,MAIN - Vol 1,819,,
22921,Vedanta and Purva Mimamsa - Vol II,Max Muller,,,C8,R2,NA,M,01/08/1956,MAIN - Vol 1,62,,
22922,Indian Philosophy Sankhya And Yoga Vol III,Max Muller,,,C8,R2,D,O,01/08/1956,MAIN - Vol 1,60,,
22923,Nyaya and Vaiseshika -  Vol IV,Max Muller,,,C8,R2,NA,M,01/08/1956,MAIN - Vol 1,61,,
22924,Laghusidhantha Koumudhi Part I,V V Mirashi M A,,,B6,R3,D,O,,MAIN - Vol 1,242,,
22925,Life of Ancient India: Studies in Rig Vedic India,"Kaegi, Adolf",,,M,R18,G,O,01/08/1956,MAIN - Vol 1,78,,
22926,Phonetics In Ancient India,Allen,,,L,R18,G,O,01/08/1956,MAIN - Vol 1,50,,
22927,Vedic Chronology and Vedanga Jyothisha,"Tilak, B J",,,B3,R3,D,O,01/08/1956,MAIN - Vol 1,7,,
22928,Aithreya Brahmanas,Sayana,,,A2,R1,D,O,01/08/1956,MAIN - Vol 1,46,,
22929,Aitareya Brahmana,Ed. Anandasarma,,,A2,R1,D,O,,MAIN - Vol 1,626,,
22931,Rigveda Pratisakhya  Vol  II,"Shastri, M D",,,A1,R1,G,O,,MAIN - Vol 1,56,,
22936,Naishkarmyasiddhi-chandrikasahita,Sureshvaracharya,,,C6,R4,D,O,01/08/1956,MAIN - Vol 1,72,,
22937,BrahmaSutra Sankara Bhashya,Anantakrishna Sastri M,,,C6,R4,NA,M,,MAIN - Vol 1,836,,
22940,The Sanskrit Language,Thomas Burrow,,,L,R18,D,O,06/03/1957,MAIN - Vol 1,83,,
22941,Sanskrit Drama In Its Origin Develpment Thery And Period,"Keith, A B",,,I,R10,G,O,01/08/1956,MAIN - Vol 1,22,,
22942,Rigveda Bashya Upakramanika,Sayana,,,A1,R1,D,O,01/08/1956,MAIN - Vol 1,43,,
22943,Bhamini Vilasa,Har Dutt Sharma (Ed. Puna),,,F2,R5,G,O,,MAIN - Vol 1,538,,
22947,Indianisam And Its Expansion,"Thomas, Frederick William",,,M,R18,G,O,01/08/1956,MAIN - Vol 1,81,,
22949,Sanskrit Literature,K.Chandrasekharan & V H Subramanya Sastry,,,K,R17,NA,M,,MAIN - Vol 1,344,,
22950,Similes of Kalidasa,Chellappan Pillai,,,M1,R19,G,O,,MAIN - Vol 1,271,,
22951,Gita Govindam,Jayadeva,,,F2,R5,G,O,,MAIN - Vol 1,267,,
22952,Uttara Rama Charita,Ed Belvalkar,,,I,R10,G,O,,MAIN - Vol 1,695,,
22953,Sisupala Vadham,Magha,,,F1,R5,G,O,,MAIN - Vol 1,820,,
22954,Purana Visya Samanukramanika,Visweswaranand Institute Publication,,,E1,R9,G,O,,MAIN - Vol 1,1076,,
22955,Meghasandesam,G J Somayaji,,,F2,R5,G,O,,MAIN - Vol 1,510,,
22958,Kalidasa,KRS Shastri,,,M1,R19,G,O,,MAIN - Vol 1,263,,
22959,Sanskrit Studies,Hiriyanna,,,M,R18,G,O,01/08/1956,MAIN - Vol 1,29,,
22960,Yogavasishtam Vol I,Valmiki,,,C6,R4,NA,M,,MAIN - Vol 1,821,,
22961,Kshemendra Studies,Dr. Suryakanta,,,J1,R12,G,O,,MAIN - Vol 1,458,,
22962,Studies In Indian Literary History Vol I,Gode P K,,,L,R18,D,O,,MAIN - Vol 1,834,,
22963,Studies In Indian Literary History Vol II,Gode P K,,,L,R18,D,O,,MAIN - Vol 1,835,,
22965,Sabdapasabda Vivekah,Charudeva Sastri,,,B6,R3,G,O,,MAIN - Vol 1,1073,,
22968,Bhasanatakachakram: Mrichakatikam,"Devadhar, C R",,,I,R10,NA,O,01/08/1956,MAIN - Vol 1,16,,
22970,Yogavasishtam Vol II,Valmiki,,,C6,R4,G,O,,MAIN - Vol 1,822,,
22971,Vikramorvasiyam,"Kalidasa & Gaidhani, R N",,,I,R10,NA,M,,MAIN - Vol 1,328,,
22976,Vyakarana MahaBhashya Vol I,P P S Sastri,,,B6,R3,D,O,,MAIN - Vol 1,552,,
22978,Hari Hara Dvaita Bhashyam,Bhodendra Saraswati,,,C8,R2,G,O,,MAIN - Vol 1,1074,,
23243,Preface of Mriccha Katika,GK Bhat,,,I,R10,NA,M,,MAIN - Vol 1,346,,
23244,Rigveda Brahmanas,"Keith, A B",,,A1,R1,G,O,01/08/1956,MAIN - Vol 1,45,,
23246,Etymologies of Yaksha,Varma S,,,B5,R3,D,O,1968-69,MAIN - Vol 1,157,,
23250,Kiratarjuniya Canto I,Bharavi,,,F1,R5,G,O,,MAIN - Vol 1,1077,,
23251,Kiratarjuniya Canto II,Bharavi,,,F1,R5,D,O,,MAIN - Vol 1,1078,,
23252,Introduction To The Natural History of Language,"Tucker, T G",,,L,R18,G,O,01/08/1956,MAIN - Vol 1,34,,
23253,A Manual of Sanskrit Phonetics,Christianus Cornelius Uhlenbeck,,,L,R18,D,O,01/08/1956,MAIN - Vol 1,53,,
23255,The Science of Language Vol I,Max Muller,,,L,R18,D,O,23/10/1958,MAIN - Vol 1,90,,
23256,The Science of Language Vol II,Max Muller,,,L,R18,D,O,23/10/1958,MAIN - Vol 1,91,,
23258,Introduction To The Science of Language,Sayce,,,L,R18,G,O,01/08/1956,MAIN - Vol 1,37,,
23259,Principles of Comparative Philology,Sayce,,,L,R18,G,O,01/08/1956,MAIN - Vol 1,31,,
23340,A Concordance of Kalidasa's Poems,Ramacandra Aiyar T K,,,R,"R6, R16",G,O,,MAIN - Vol 1,837,,
23341,Purana Index Vol I,Ramacandra Dikshitar,,,E1,R9,D,O,,MAIN - Vol 1,831,,
23342,Purana Index Vol II,Ramacandra Dikshitar,,,E1,R9,G,O,,MAIN - Vol 1,832,,
23673,The Kasi Sanskrit Series Sayana Bashya,Updhyaya,,,A1,R1,D,O,1968-69,MAIN - Vol 1,169,,
23694,Brahmasutraujauyasiddhi,Krishna Sastri,,,C6,R4,NA,M,,MAIN - Vol 1,1079,,
23697,Venisamhara,Bhatta Narayana,,,I,R10,G,O,,MAIN - Vol 1,852,,
23732,The Bhagavad Gita,D S Sarma,,,C6,R4,D,O,,MAIN - Vol 1,1080,,
23750,Dasakumara Charitha (Purvapithika),Dandin,,,G,R17,D,O,,MAIN - Vol 1,1081,,
24120,Malavikagnimitram,Sankararama Sastri,,,I,R10,NA,O,19/08/1969,MAIN - Vol 1,202,,
24121,Malavikagnimitram,Kalidasa,,,I,R10,D,O,,MAIN - Vol 1,238,,
24122,Vikramorvasiyam - CSR Shastry,Kalidasa,,,I,R10,G,O,,MAIN - Vol 1,331,,
24123,Vikramorvasiyam - CSR Shastry,Kalidasa,,,I,R10,D,O,,MAIN - Vol 1,332,,
24389,Goutama Dharama Sutra,,,,A5,R1,D,O,,MAIN - Vol 1,251,,
24390,Vivaranaprameya Samgraha,Vidyaranya,,,C6,R4,G,O,,MAIN - Vol 1,1082,,
24407,Karpuramanjari,Rajasekhara,,,I,R10,NA,M,,MAIN - Vol 1,264,,
24409,Love In Poems and Plays of Kalidasa,Dr V Ragavan,,,M1,R19,G,O,,MAIN - Vol 1,459,,
24412,Sringaraprakasa,Bhoja Raja,,,J,"R11, R12",G,O,,MAIN - Vol 1,1083,,
24414,Mudra Rakshasa,Devadhar,,,I,R10,D,O,1968-69,MAIN - Vol 1,129,,
24415,Rasagangadhara,Jagannatha,,,J,"R11, R12",D,O,1968-69,MAIN - Vol 1,132,,
24416,Dhvanayaloka Translation,Krishnamurthi,,,J,"R11, R12",NA,M,,MAIN - Vol 1,235,,
24417,History of Sanskrit Poetics,PV Kane,,,J,"R11, R12",G,O,,MAIN - Vol 1,338,,
24418,History of Sanskrit Literature,Keith A B,,,K,R17,NA,M,,MAIN - Vol 1,306,,
24419,Studies On Some Concepts of Aalankara Sastra,Raghavan V,,,J,"R11, R12",G,O,1968-69,MAIN - Vol 1,124,,
24420,Date of Rgveda,D R Mankad,,,A6,R1,D,O,,MAIN - Vol 1,544,,
24421,Vikramorvasiyam,Kalidasa & Athalye,,,I,R10,NA,M,,MAIN - Vol 1,329,,
24424,Dhvanyaloka,Sarma (R P B N),,,J,"R11, R12",G,O,1968-69,MAIN - Vol 1,126,,
24432,Taittiriya And Aitareya Upanishad,Ed By Uttamur,,,C6,R4,D,O,,MAIN - Vol 1,535,,
24435,DasakumaraCharitham,N.S.Press,,,G,R17,G,O,,MAIN - Vol 1,684,,
24582,(Bhatti Kavyam) Rama Charitam,Bhatti,,,F1,R5,G,O,,MAIN - Vol 1,853,,
24644,Bhasha Pariccheda of Vishwanath Nyayapanchanan,Viswanatha Panicker,,,C2,R18,G,O,28/11/1958,MAIN - Vol 1,97,,
24646,Mimamsa Paribhasha,Krishna Yajvan,,,C5,R2,NA,M,,MAIN - Vol 1,342,,
24659,The Bhagavad Gita,Swami Nikhilananda,,,C6,R4,G,O,,MAIN - Vol 1,1084,,
24680,Yatindra Matadipika,Nanda,,,C6,R4,D,O,,MAIN - Vol 1,305,,
24710,Narada Bhakti Sutras,D S Sarma,,,C8,R2,D,O,,MAIN - Vol 1,1085,,
24738,Lectures On Patanjali's Maha Bashya  Vol  IV,P S S Sastri,,,B6,R3,G,O,,MAIN - Vol 1,1086,,
24875,History of Dharma Sastra Vol I,Kane D V,,,A5,R1,D,O,,MAIN - Vol 1,823,,
24888,Experiences In Sanskrit Translation Book I,Gopala Iyengar,,,O,R16,D,O,,MAIN - Vol 1,1087,,
24896,Kavyalankara,CSR Sastry,,,J,"R11, R12",G,O,,MAIN - Vol 1,681,,
24897,Harsha Charita V,C S R Sastry,,,G,R17,G,O,,MAIN - Vol 1,246,,
24898,Harsha Charita V,C S R Sastry,,,G,R17,D,O,,MAIN - Vol 1,247,,
25026,Dravadatreya Drasanam,Srirama Sastri,,,C8,R2,D,O,,MAIN - Vol 1,1088,,
25237,Tarka Sangraha,Athalye,,,C2,R2,NA,M,1968-69,MAIN - Vol 1,174,,
25849,Second Book of Sanskrit Transilation,V Gopala Iyengar,,,O,R16,G,O,1968-69,MAIN - Vol 1,185,,
25854,The Sphotasiddhi With The Gopalika,Mandana Misra,,,B6,R3,G,O,,MAIN - Vol 1,1090,,
25879,Vishnutattvavinirnaya,Madhava,,,C6,R4,G,O,,MAIN - Vol 1,850,,
25880,Srimad Vishnu Tattva Vinirnaya With The Commentry of Jayatirtha,Madhvacharya,,,C6,R4,G,O,,MAIN - Vol 1,1089,,
25931,Brahma Sutra Sankara Bashya,,,,C6,R4,G,O,1968-69,MAIN - Vol 1,147,,
25937,Vaiseshika Darsana,Uttamur Veeraraghavacharya,,,C1,R2,G,O,,MAIN - Vol 1,1091,,
26036,Sriman Narayaneeyam,Narayana Bhatta,,,F2,R5,R,O,,MAIN - Vol 1,319,,
26043,Lectures On Patanjali MahaBhashya Vol II,P S S Sastry,,,B6,R3,NA,O,,MAIN - Vol 1,1092,,
26052,History of Sanskrit Literature,"Macdonell, A A",,,K,R17,G,O,1968-69,MAIN - Vol 1,162,,
26074,Nyayadarshana,Gouthama,,,C2,R2,NA,M,05/12/1958,MAIN - Vol 1,98,,
26219,Taittriya Upanishad,GitaPress Edition,,,C6,R4,G,O,,MAIN - Vol 1,297,,
26601,The Bhagavad Gita,D S Sarma,,,C6,R4,G,O,,MAIN - Vol 1,1093,,
26602,The Bhagavad Gita,D S Sarma,,,C6,R4,NA,O,,MAIN - Vol 1,1094,,
26978,The Discovery of India-Jawaharlal Nehru,Oxford,,,M,R18,G,O,,MAIN - Vol 1,2046,,
27178,Vedic Hymns,Edward J Thomas,,,A1,R1,D,O,,MAIN - Vol 1,1095,,
27196,Srimad Bhagavad Geeta- Tamil Translation,Somasundara Sastrigal,,,C6,R4,G,O,,MAIN - Vol 1,358,,
27343,Sriman Narayaneeyam,Narayana Bhatta,,,F2,R5,G,O,,MAIN - Vol 1,318,,
27648,Mahabharata Vol I,Vyasa,,,D2,R9,G,O,,MAIN - Vol 1,824,,
27649,Mahabharata Vol II,Vyasa,,,D2,R9,G,O,,MAIN - Vol 1,825,,
27650,Mahabharata Vol III,Vyasa,,,D2,R9,G,O,,MAIN - Vol 1,826,,
27651,Mahabharata Vol IV,Vyasa,,,D2,R9,G,O,,MAIN - Vol 1,827,,
27653,Nyaya Kusumanjali,Uadayana,,,C2,R2,D,O,29/04/1959,MAIN - Vol 1,103,,
27654,Aitareya Brahmana,Itareya,,,A2,R1,G,O,29/04/1959,MAIN - Vol 1,99,,
27657,Vaiseshika Darsana,Kanada,,,C1,R2,G,O,29/04/1959,MAIN - Vol 1,100,,
27662,Svetasvataropanishad,Utveeraraghavachar,,,C6,R4,G,O,,MAIN - Vol 1,829,,
27663,"Chandogya, Brihadaranyaka, Swetaswatara, Isavasya, Kena and Katha Upanishads","Veeraraghavarchary, T",,,C6,R4,D,O,29/04/1959,MAIN - Vol 1,101,,
27665,Taitreeya and Aitareya Upanishads,"Veeraraghavarchary, T",,,C6,R4,G,O,29/04/1959,MAIN - Vol 1,102,,
28341,Tatvaprakasavyakyabhalabodana,Raghuttamayati,,,C6,R4,G,O,,MAIN - Vol 1,1096,,
28870,Essentials of Indian Philosophy,Hiriyanna,,,C9,R2,NA,M,29/04/1959,MAIN - Vol 1,104,,
28871,Outlines of Indian Philiosophy,Hiriyanna,,,C9,R2,NA,M,29/04/1959,MAIN - Vol 1,105,,
28872,Outlines of Indian Philiosophy,Hiriyanna,,,C9,R2,NA,M,29/04/1959,MAIN - Vol 1,106,,
28873,Indian Philosophy  Vol   I,Radhakrishnan,,,C9,R2,G,O,29/04/1959,MAIN - Vol 1,107,,
28875,History of Indian Philosophy  Vol I,Dasgupta,,,C9,R2,G,O,29/04/1959,MAIN - Vol 1,109,,
28876,History of Indian Philosophy  Vol II,Dasgupta,,,C9,R2,NA,M,29/04/1959,MAIN - Vol 1,110,,
28877,History of Indian Philosophy  Vol III,Dasgupta,,,C9,R2,G,O,29/04/1959,MAIN - Vol 1,111,,
29245,Essentials of Indian Philosophy,Hiriyanna,,,C9,R2,NA,O,09/08/1960,MAIN - Vol 1,112,,
29708,Srimad Bhagavatam,,,,E,R9,G,O,,MAIN - Vol 1,828,,
30029,Kavyadarsa,Ed. C S R Sastry,,,J,"R11, R12",D,O,,MAIN - Vol 1,460,,
30034,Raghuvamsha - Canto 12,Kalidasa,,,F1,R5,NA,R,,MAIN - Vol 1,2217,,
30035,Raghuvamsa,V.Gopala Desigan,,,F1,R5,G,O,,MAIN - Vol 1,245,,
30043,Vedartha Sangraha,Raghavachari,,,C6,R4,D,O,,MAIN - Vol 1,248,,
30044,Vedartha Sangraha of Sri Ramanuja With English Translation,S. S. Raghavachari,,,C6,R4,G,O,,MAIN - Vol 1,625,,
30047,Srimad Vishnutattva Vinirnaya of Sri Madhavacharya,S S Raghavachari,,,C6,R4,NA,R,1968-69,MAIN - Vol 1,2501,,
30048,Srimad Vishnutattva Vinirnaya of Sri Madhavacharya,S S Raghavachari,,,C6,R4,G,O,1968-69,MAIN - Vol 1,128,,
30133,Dhvanayaloka,Bhattacharya,,,J,"R11, R12",G,O,,MAIN - Vol 1,249,,
30134,Dhvanyalokha,Bhattacharya,,,J,"R11, R12",G,O,,MAIN - Vol 1,304,,
30136,Ramanuja's Vedartha Samgraha,J A B Van Buitenen,,,C6,R4,D,O,,MAIN - Vol 1,237,,
30166,Higher Sanskrit Grammar,M R Kale,,,O,R16,G,O,1968-69,MAIN - Vol 1,178,,
30168,Higher Sanskrit Grammar,M R Kale,,,O,R16,G,O,1968-69,MAIN - Vol 1,184,,
30248,The Philososphy of Ramana,Dr K S Bharadwaj,,,M,R18,G,O,11/08/1961,MAIN - Vol 1,113,,
30667,Paramarthabhusana,Sri Uttamur Veeraraghavacharya,,,C6,R4,NA,M,,MAIN - Vol 1,1103,,
30676,A Dictionary of Linguistics,Fgaynor,,,L,R18,G,O,11/08/1961,MAIN - Vol 1,114,,
30822,Vedic India,Louis Renou,,,A6,R1,D,O,11/08/1961,MAIN - Vol 1,116,,
30880,History of Dharma Sastra  Vol I  Part I,P V Kane,,,A5,R1,G,O,11/08/1961,MAIN - Vol 1,115,,
30885,Sanskrit Historical Phonology,Edgarton,,,L,R18,G,O,11/08/1961,MAIN - Vol 1,117,,
30886,History of Indian Literature,Winternitz,,,K,R17,NA,M,,MAIN - Vol 1,270,,
30887,Aspects of Sanakrit Literature,S K De,,,K,R17,G,O,11/08/1961,MAIN - Vol 1,118,,
30987,Handbook of Classical Sanskrit Literature,UV Rao,,,K,R17,NA,M,,MAIN - Vol 1,340,,
31150,Nighantu & Nirukta,L Samp,,,B5,R3,TBR,O,30/04/1962,MAIN - Vol 1,119,,
31151,Rig Bashya Sangraha,Chanana,,,A1,R1,TBR,O,30/04/1962,MAIN - Vol 1,120,,
31152,Rig Bashya Sangraha,Chanana,,,A1,R1,D,O,30/04/1962,MAIN - Vol 1,121,,
31153,A Manual of Sanskrit Phonotics,Uhlen Bcckcc,,,L,R18,G,O,30/04/1962,MAIN - Vol 1,122,,
31154,A Manual of Sanskrit Phonotics,Uhlen Bcckcc,,,L,R18,G,O,30/04/1962,MAIN - Vol 1,123,,
31548,Astadhyagi of Panini,S C Vasu,,,B6,R3,G,O,1968-69,MAIN - Vol 1,161,,
31549,Astadhyayi of Panini,S C Vasu,,,B6,R3,G,O,1968-69,MAIN - Vol 1,144,,
31550,The Siddhanta Kaumudi of Bhattoji Dikshita  -  I,Srisa Chandra Vasu,,,B6,R3,D,O,1968-69,MAIN - Vol 1,148,,
31551,The Siddhanta Kaumudi of Bhattoji Dikshita  -  II,Srisa Chandra Vasu,,,B6,R3,D,O,1968-69,MAIN - Vol 1,149,,
31621,Indian Inheritence Science & Society Vol III,K M Munshi & R R Diwakar,,,M,R18,G,O,,MAIN - Vol 1,1097,,
31639,Women In Vedic Age,Sakuntala Rao Sastri,,,A6,R1,G,O,,MAIN - Vol 1,1098,,
31640,Indian Inheritence Science & Society Vol I,K M Munshi & R R Diwakar,,,M,R18,G,O,,MAIN - Vol 1,1099,,
31641,"Indian Inheritence Arts, History & Culture Vol II",K M Munshi & R R Diwakar,,,M,R18,G,O,,MAIN - Vol 1,1100,,
31664,Harshacharitha  -  I  Uchwasa,S Viswanathan,,,G,R17,G,O,12/08/1969,MAIN - Vol 1,198,,
31665,Harshacharitha  -  I  Uchwasa,S Viswanathan,,,G,R17,D,O,12/08/1969,MAIN - Vol 1,199,,
31806,Bhaktiyoga,A K Dutta,,,C8,R2,G,O,,MAIN - Vol 1,1101,,
32107,Ascharya Chudamani,Sakti Badra,,,I,R10,G,O,,MAIN - Vol 1,1106,,
32312,Siddhanta Traya Sangraha,M S Rajagopala Iyengar,,,C8,R2,NA,M,,MAIN - Vol 1,1110,,
32332,Sri Geetha Vyakaranam,Sastry,,,B6,R3,G,O,,MAIN - Vol 1,303,,
32412,The Culture of India As Envisaged By Sri Arabindo,C C Dutt,,,M,R18,G,O,,MAIN - Vol 1,1102,,
32669,Kusumamala or a Collection of Choice Extracts from Standard Sanskrit Writers in Prose and Verse - No. II Translation,V S Apte,,,O,R16,TBR,O,,MAIN - Vol 1,558,,
32722,Vivekachudamani Translation By Swami Madhavananda,Sankaracharya,,,C6,R4,G,O,,MAIN - Vol 1,1104,,
32727,The Indian Heritage,Raghavan V,,,M,R18,G,O,,MAIN - Vol 1,849,,
32849,"Indian Inheritence, Literature, Philosophy And Religion","K M Munshi, M Chandrasekara Aiyer",,,M,R18,G,O,,MAIN - Vol 1,1107,,
33055,Sringaraprakasa,Bhoja Raja,,,J,"R11, R12",G,O,,MAIN - Vol 1,1105,,
33058,Sarva Siddhanta Sangraha of Shri Sankara,M Rangachary,,,C6,R4,D,O,,MAIN - Vol 1,339,,
33072,Sanskrit Translation,V.Gopala Iyengar,,,O,R16,NA,M,,MAIN - Vol 1,345,,
33169,Tatraloka,Abhinava Gupta,,,C8,R2,G,O,,MAIN - Vol 1,1108,,
33177,Sivalilarnava,Nilakanta Dikshitar,,,F1,R5,D,O,,MAIN - Vol 1,1169,,
33199,Narayaneeyam,Narayana Bhatta,,,F2,R5,G,O,,MAIN - Vol 1,1170,,
33203,Namalinganusasanam,Amarasimha,,,R,"R6, R16",G,O,,MAIN - Vol 1,1171,,
33248,Namalinganusasanam,Amarasimha,,,R,"R6, R16",G,O,,MAIN - Vol 1,1172,,
34010,Vedanta Explained Vol I,,,,C6,R4,NA,M,,UGC,,,
34011,Vedanta Explained - Vol II,,,,C6,R4,NA,M,,MAIN - Vol 2,2573,,
34012,A History of Dvaita School of Vedanta Vol I,,,,C6,R4,NA,M,,UGC,,,
34013,A History of Dvaita School of Vedanta Vol II,,,,C6,R4,NA,M,,UGC,,,
34014,Mimamsa Vol I,,,,C5,R2,NA,M,,UGC,,,
34015,Malavikagnimitra,Kalidasa,,,I,R10,G,O,,UGC,,,
34016,Vikramorvashiya,Kalidasa,,,I,R10,D,O,,UGC,,,
34017,Meghaduta,Kalidasa,,,F2,R5,NA,O,,UGC,,,
34018,Abhijnana Sakuntalam,Kalidasa,,,I,R10,G,O,,UGC,,,
34019,Mricchakatika,Sudraka,,,I,R10,G,O,,UGC,,,
34020,Svapnavasavadatta,"Bhasa & Kale, M R",,,I,R10,NA,M,,UGC,,,
34021,Naganandam,Harshadeva,,,I,R10,D,O,,UGC,,,
34022,Venisamhara,Bhattanarayana,,,I,R10,G,R,,UGC,,,
34918,Raghuvamsa I To IV,Kalidasa,,,F1,R5,G,R,,UGC,,,
34919,Raghuvamsa Canto 12 & 13,Kalidasa,,,F1,R5,NA,M,,UGC,,,
34920,Meghasandesha,Kalidasa,,,F2,R5,TBR,O,,UGC,,,
34921,Meghaduta,Kalidasa,,,F2,R5,TBR,O,,UGC,,,
34922,Meghaduta,Kalidasa,,,F2,R5,D,O,,UGC,,,
34923,Meghaduta,Kalidasa,,,F2,R5,D,O,,UGC,,,
34924,Meghaduta,Kalidasa,,,F2,R5,D,O,,UGC,,,
34925,Meghaduta,Kalidasa,,,F2,R5,NA,O,,UGC,,,
34926,Meghaduta,Kalidasa,,,F2,R5,G,O,,UGC,,,
34927,Bhartrhari Subhashitam,Bhartrhari,,,F2,R5,G,O,,UGC,,,
34928,Abhijnana Sakuntalam,Kalidasa,,,I,R10,D,O,,UGC,,,
34929,Malavikagnimitra,Kalidasa,,,I,R10,NA,O,,UGC,,,
34930,Svapnavasavadatta,Kumudranjan Ray,,,I,R10,TBR,O,,UGC,,,
34932,Mricchakatika,Sudraka,,,I,R10,G,O,,UGC,,,
34933,Mricchakatika,Sudraka,,,I,R10,NA,M,,UGC,,,
34934,Mricchakatika,Sudraka,,,I,R10,D,O,,UGC,,,
34935,Introduction To Mricchakatika,,,,I,R10,NA,M,,UGC,,,
34936,Ratnavali,P V Ramanuja Swami,,,I,R10,NA,M,,MAIN - Vol 2,2575,,
34937,Ratnavalli - Ray Part I,,,,I,R10,NA,M,,MAIN - Vol 2,2576,,
34938,Ratnavali Part II,Sri Harsha,,,I,R10,TBR,O,,UGC,,,
34940,Uttararamacharitam,Bhavabhuti,,,I,R10,NA,M,,UGC,3019,,
34941,Mudrarakshasa,Vishakadatta,,,I,R10,TBR,O,,UGC,,,
34942,Dasakumaracharita,"Dandi, Taracharana Bhattacharya (Comm.)",,,G,R17,D,O,,UGC,,,
34943,Dhvanyaloka,Anandavardhana,,,J,"R11, R12",D,O,,UGC,,,
34944,Rasagangadhara,Jagannatha,,,J,"R11, R12",D,O,,UGC,,,
35010,Kumarasambhavam,Kalidasa,,,F1,R5,R,O,,MAIN - Vol 1,349,,
35088,Raghuvamsa Canto 12 & 13,"Kalidasa, C S R",,,F1,R5,NA,R,,UGC,2214,,
